"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30908","Log in to the Joulez application using valid credentials","chromium","Tue Jul 01 10:38:55 IST 2025","passed","Tue Jul 01 10:39:26 IST 2025","","login.spec.js","",""
